CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue,VALUE
Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Shrubland,2449.000000,Tr Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Shrub,684,Conifer,Pine Flatwoods,SAF 98 : Pond Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3569
Southern Coastal Plain Nonriverine Cypress Dome Herbaceous,2460.000000,Tr Southern Coastal Plain Nonriverine Cypress Dome,Herb,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91.000000,195.000000,199.000000,0.356863,0.764706,0.780392,3570
Southern Coastal Plain Seepage Swamp and Baygall Shrubland,2461.000000,Tr Southern Coastal Plain Seepage Swamp and Baygall,Shrub,694,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,216.000000,216.000000,191.000000,0.847059,0.847059,0.749020,3571
South Florida Cypress Dome Herbaceous,2447.000000,Tr South Florida Cypress Dome,Herb,657,Hardwood,Cypress,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91.000000,195.000000,199.000000,0.356863,0.764706,0.780392,3572
Gulf and Atlantic Coastal Plain Small Stream Riparian Herbaceous,2474.000000,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,668,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3573
Gulf and Atlantic Coastal Plain Small Stream Riparian Shrubland,2474.000000,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,668,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3574
Caribbean Herbaceous Swamp,2478.000000,Tr Caribbean Swamp System,Herb,694,Riparian,Atlantic Swamp Forests,SAF 100: Pond Cypress,Tree-dominated,Open tree canopy,Evergreen open tree canopy,91.000000,195.000000,199.000000,0.356863,0.764706,0.780392,3575
South Florida Everglades Forest,2483.000000,Tr South Florida Everglades Sawgrass Marsh,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3576
East Gulf Coastal Plain Wet Prairie Grassland,2485.000000,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Herb,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3577
East Gulf Coastal Plain Wet Prairie Shrubland,2485.000000,Tr East Gulf Coastal Plain Savanna and Wet Prairie,Shrub,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3578
Floridian Highlands Freshwater Marsh Shrubland,2489.000000,Tr Floridian Highlands Freshwater Marsh,Shrub,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3579
Floridian Highlands Freshwater Marsh Woodland,2489.000000,Tr Floridian Highlands Freshwater Marsh,Tree,675,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3580
South Florida Everglades Shrubland,2483.000000,Tr South Florida Everglades Sawgrass Marsh,Shrub,653,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3581
Ozark-Ouachita Oak Forest and Woodland,2582.000000,Tr Ozark-Ouachita Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3582
Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,2583.000000,Tr Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3583
West Gulf Coastal Plain Hardwood Forest,2584.000000,Tr West Gulf Coastal Plain Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3584
West Gulf Coastal Plain Pine-Hardwood Forest,2585.000000,Tr West Gulf Coastal Plain Pine-Hardwood Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3585
West Gulf Coastal Plain Sandhill Oak Forest and Woodland,2586.000000,Tr West Gulf Coastal Plain Sandhill Oak Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3586
West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,2587.000000,Tr West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3587
East Gulf Coastal Plain Southern Hardwood Flatwoods,2588.000000,Tr East Gulf Coastal Plain Southern Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100.000000,204.000000,206.000000,0.392157,0.800000,0.807843,3588
East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,2589.000000,Tr East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,100.000000,204.000000,206.000000,0.392157,0.800000,0.807843,3589
West Gulf Coastal Plain Hardwood Flatwoods,2590.000000,Tr West Gulf Coastal Plain Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3590
West Gulf Coastal Plain Pine-Hardwood Flatwoods,2591.000000,Tr West Gulf Coastal Plain Pine-Hardwood Flatwoods,Tree,684,Conifer,Pine Flatwoods,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3591
Western North American Boreal White Spruce Forest,2600.000000,Tr Western North American Boreal White Spruce Forest,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182.000000,250.000000,227.000000,0.713725,0.980392,0.890196,3600
Western North American Boreal Treeline White Spruce Woodland,2601.000000,Tr Western North American Boreal Treeline White Spruce Woodland,Tree,784,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,182.000000,250.000000,227.000000,0.713725,0.980392,0.890196,3601
Western North American Boreal Spruce-Lichen Woodland,2602.000000,Tr Western North American Boreal Spruce-Lichen Woodland,Tree,778,Shrubland,Spruce-Lichen Woodland,SAF 204: Black Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,182.000000,250.000000,227.000000,0.713725,0.980392,0.890196,3602
Alaska Boreal White Spruce Forest,2603.000000,Tr Alaska Boreal White Spruce Forest,Tree,785,Conifer,White Spruce Forest and Woodland,SAF 201: White Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182.000000,250.000000,227.000000,0.713725,0.980392,0.890196,3603
Western North American Boreal Mesic Black Spruce Forest,2604.000000,Tr Western North American Boreal Mesic Black Spruce Forest,Tree,758,Conifer,Black Spruce Forest and Woodland,SAF 204: Black Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182.000000,250.000000,227.000000,0.713725,0.980392,0.890196,3604
Western North American Boreal Mesic Birch-Aspen Forest,2605.000000,Tr Western North American Boreal Mesic Birch-Aspen Forest,Tree,756,Hardwood,Birch-Aspen Forest,SAF 252: Paper Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3605
Western North American Boreal Dry Aspen-Steppe Bluff,2606.000000,Tr Western North American Boreal Dry Aspen-Steppe Bluff,Tree,760,Hardwood,Dry Aspen-Steppe Bluff,SAF 217: Aspen,Tree-dominated,Sparse Tree Canopy,Deciduous sparse Tree Canopy,192.000000,255.000000,138.000000,0.752941,1.000000,0.541176,3606
Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,2607.000000,Tr Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Tree,753,Hardwood,Balsam Poplar-Aspen Woodland,SAF 203: Balsam Poplar,Tree-dominated,Open tree canopy,Deciduous Open Tree Canopy,18.000000,76.000000,135.000000,0.070588,0.298039,0.529412,3607
Alaska Sub-boreal Avalanche Slope Shrubland,2608.000000,Sh Alaska Sub-boreal Avalanche Slope Shrubland,Shrub,752,Shrubland,Avalanche Slope Shrubland,SRM 901: Alder,Shrub-dominated,Shrubland,Deciduous shrubland,146.000000,237.000000,224.000000,0.572549,0.929412,0.878431,3608
Alaska Sub-boreal Mesic Subalpine Alder Shrubland,2609.000000,Sh Alaska Sub-boreal Mesic Subalpine Alder Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub-dominated,Shrubland,Deciduous shrubland,146.000000,237.000000,224.000000,0.572549,0.929412,0.878431,3609
Western North American Boreal Mesic Scrub Birch-Willow Shrubland,2610.000000,Sh Western North American Boreal Mesic Scrub Birch-Willow Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub-dominated,Shrubland,Deciduous shrubland,73.000000,175.000000,188.000000,0.286275,0.686275,0.737255,3610
Western North American Sub-boreal Mesic Bluejoint Meadow,2611.000000,He Western North American Sub-boreal Mesic Bluejoint Meadow,Herb,783,Riparian,Wet Meadow,SRM 905: Bluejoint Reedgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid,255.000000,25.000000,8.000000,1.000000,0.098039,0.031373,3611
Western North American Boreal Dry Grassland,2612.000000,He Western North American Boreal Dry Grassland,Herb,759,Grassland,Boreal Grassland,SRM 908: Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid,255.000000,114.000000,48.000000,1.000000,0.447059,0.188235,3612
Western North American Boreal Alpine Dwarf-Shrub Summit,2631.000000,Sh Western North American Boreal Alpine Dwarf-Shrub Summit,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,212.000000,129.000000,34.000000,0.831373,0.505882,0.133333,3631
Western North American Boreal Alpine Mesic Herbaceous Meadow,2633.000000,He Western North American Boreal Alpine Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 902: Alpine Herb,Herbaceous / Nonvascular-dominated,Herbaceous - forbland,Perennial forb,255.000000,211.000000,119.000000,1.000000,0.827451,0.466667,3633
Western North American Boreal Alpine Dryas Dwarf-Shrubland,2634.000000,Sh Western North American Boreal Alpine Dryas Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 907: Dryas,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,255.000000,102.000000,0.000000,1.000000,0.400000,0.000000,3634
Western North American Boreal Alpine Ericaceous Dwarf-Shrubland,2635.000000,Sh Western North American Boreal Alpine Ericaceous Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,212.000000,129.000000,34.000000,0.831373,0.505882,0.133333,3635
Western North American Boreal Alpine Dwarf-Shrub-Lichen Shrubland,2636.000000,Sh Western North American Boreal Alpine Dwarf-Shrub-Lichen Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,212.000000,129.000000,34.000000,0.831373,0.505882,0.133333,3636
Alaska Arctic Mesic Alder Shrubland,2638.000000,Sh Alaska Arctic Mesic Alder Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub-dominated,Shrubland,Deciduous shrubland,146.000000,237.000000,224.000000,0.572549,0.929412,0.878431,3638
Alaska Arctic Mesic-Wet Willow Shrubland,2639.000000,Sh Alaska Arctic Mesic-Wet Willow Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub-dominated,Shrubland,Deciduous shrubland,73.000000,175.000000,188.000000,0.286275,0.686275,0.737255,3639
Aleutian Mesic-Wet Willow Shrubland,2640.000000,Sh Aleutian Mesic-Wet Willow Shrubland,Shrub,786,Shrubland,Willow Shrubland,SRM 921: Willow,Shrub-dominated,Shrubland,Deciduous shrubland,73.000000,175.000000,188.000000,0.286275,0.686275,0.737255,3640
North Pacific Maritime Mesic Subalpine Parkland,2038.000000,Tr North Pacific Maritime Mesic Subalpine Parkland,Tree,627,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3641
Aleutian Kenai Birch-Cottonwood-Poplar Forest,2642.000000,Tr Aleutian Kenai Birch-Cottonwood-Poplar Forest,Tree,757,Hardwood,Birch-Cottonwood-Poplar Forest,SAF 252: Paper Birch,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3642
Alaskan Pacific Maritime Alpine Dwarf-Shrubland,2643.000000,Sh Alaskan Pacific Maritime Alpine Dwarf-Shrubland,Shrub,762,Shrubland,Dwarf Shrubland,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub-dominated,Herbaceous - Shrub Steppe,Perennial Graminoid,212.000000,129.000000,34.000000,0.831373,0.505882,0.133333,3643
Alaskan Pacific Maritime Sitka Spruce Forest,2644.000000,Tr Alaskan Pacific Maritime Sitka Spruce Forest,Tree,638,Conifer,Sitka Spruce Forest,SAF 223: Sitka Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,117.000000,0.000000,0.000000,0.458824,0.000000,3644
Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,2645.000000,He Alaska Sub-boreal and Maritime Alpine Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 902: Alpine Herb,Herbaceous / Nonvascular-dominated,Herbaceous - forbland,Perennial forb,255.000000,211.000000,119.000000,1.000000,0.827451,0.466667,3645
Alaskan Pacific Maritime Western Hemlock Forest,2646.000000,Tr Alaskan Pacific Maritime Western Hemlock Forest,Tree,782,Conifer,Western Hemlock-Yellow-cedar Forest,SAF 227: Western Redcedar-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,4.000000,45.000000,117.000000,0.015686,0.176471,0.458824,3646
Alaskan Pacific Maritime Mountain Hemlock Forest,2648.000000,Tr Alaskan Pacific Maritime Mountain Hemlock Forest,Tree,627,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3648
Alaskan Pacific Maritime Subalpine Mountain Hemlock Woodland,2649.000000,Tr Alaskan Pacific Maritime Subalpine Mountain Hemlock Woodland,Tree,627,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3649
Alaskan Pacific Maritime Periglacial Woodland,2650.000000,Tr Alaskan Pacific Maritime Periglacial Woodland and Shrubland,Tree,769,Shrubland,Periglacial Woodland and Shrubland,SAF 223: Sitka Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,0.000000,117.000000,0.000000,0.000000,0.458824,0.000000,3650
Aleutian Mesic Herbaceous Meadow,2651.000000,He Aleutian Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 915: Mixed Herb-Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - forbland,Perennial forb,255.000000,85.000000,33.000000,1.000000,0.333333,0.129412,3651
Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,2652.000000,Sh Alaskan Pacific Maritime Subalpine Alder-Salmonberry Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub-dominated,Shrubland,Deciduous shrubland,146.000000,237.000000,224.000000,0.572549,0.929412,0.878431,3652
Alaskan Pacific Maritime Mesic Herbaceous Meadow,2653.000000,He Alaskan Pacific Maritime Mesic Herbaceous Meadow,Herb,767,Grassland,Herbaceous Meadow,SRM 915: Mixed Herb-Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - forbland,Perennial forb,255.000000,85.000000,33.000000,1.000000,0.333333,0.129412,3653
Alaskan Pacific Maritime Sitka Spruce Beach Ridge,2654.000000,Tr Alaskan Pacific Maritime Sitka Spruce Beach Ridge,Tree,638,Conifer,Sitka Spruce Forest,SAF 223: Sitka Spruce,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,117.000000,0.000000,0.000000,0.458824,0.000000,3654
Aleutian American Dunegrass Grassland,2671.000000,He Aleutian American Dunegrass Grassland,Herb,761,Grassland,Dune Grassland,SRM 903: Beach Wildrye-Mixed Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial Graminoid,255.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3671
Alaskan Pacific Maritime Subalpine Copperbush Shrubland,2672.000000,Sh Alaskan Pacific Maritime Subalpine Copperbush Shrubland,Shrub,750,Shrubland,Alder Shrubland,SRM 901: Alder,Shrub-dominated,Shrubland,Deciduous shrubland,146.000000,237.000000,224.000000,0.572549,0.929412,0.878431,3672
Alaskan Pacific Maritime Alpine Sparse Shrub and Fell-field,2674.000000,Sps Alaskan Pacific Maritime Alpine Sparse Shrub and Fell-field,Sparse,776,Shrubland,Sparse Shrub and Fell-field,SRM 912: Low Scrub Shrub Birch-Ericaceous,Shrub-dominated,Dwarf Shrubland,Deciduous dwarf-shrubland,212.000000,129.000000,34.000000,0.831373,0.505882,0.133333,3674
