Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered.by,Daniel,Avg.Vol.c,Max.Vol.c,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L
GRNMAS,1,45,Soft Loose Litter,BLANK,Soft loose litter,93,2,1,,JMP,,9300,18600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1279.231554,1939.262481
GRNMAS,1,45,Symphyotrichum sp.,Symphyotrichum sp.,Dominant forb,7,28,16,,JMP,,11200,19600,Dominant forb,1,0.00092,0.00092,NA,0.00092,0.00092,0.000766667,0.000766667,NA,0.000766667,0.000766667,10.304,15.0266732
GRNMAS,1,45,Symphyotrichum sp.,Symphyotrichum sp.,Dominant forb,70,23,18,,JMP,,126000,161000,Dominant forb,1,0.00092,0.00092,NA,0.00092,0.00092,0.000766667,0.000766667,NA,0.000766667,0.000766667,115.92,123.433387
GRNMAS,1,45,T1-45M-UNK B (jagged in 2s),Unknown,Dominant forb,5,13,9,,JMP,,4500,6500,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,30.31807228,28.16672259
GRNMAS,1,45,Woody Litter,BLANK,Woody litter,3,1,1,,JMP,,300,300,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,182.2673968,95.45065783
GRNMAS,2,0,Grasses,BLANK,Grass,1,12,10,,JMP,"In cover, T was replaced by 1",1000,1200,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,2.098861833,1.8976299
GRNMAS,2,0,Soft Loose Litter,BLANK,Soft loose litter,51,1,1,,JMP,,5100,5100,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,701.514078,531.7332608
GRNMAS,2,0,Woody Litter,BLANK,Woody litter,4,2,2,,JMP,,800,800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,486.0463915,254.5350875
GRNMAS,2,5,Soft Loose Litter,BLANK,Soft loose litter,66,3,2,,JMP,,13200,19800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1815.683496,2064.376189
GRNMAS,2,5,Woody Litter,BLANK,Woody litter,22,8,5,,JMP,,11000,17600,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6683.137883,5599.771926
GRNMAS,2,10,Quercus kelloggii Sapling,Quercus kelloggii,Tree,2,15,10,Sapling,JMP,,2000,3000,Tree,1,0.0032,0.0032,NA,0.0032,0.0032,0.00256,0.00256,NA,0.00256,0.00256,6.4,7.68
GRNMAS,2,10,Soft Loose Litter,BLANK,Soft loose litter,33,4,2,,JMP,,6600,13200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,907.841748,1376.250793
GRNMAS,2,10,Woody Litter,BLANK,Woody litter,30,8,6,,JMP,,18000,24000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,10936.04381,7636.052626
GRNMAS,2,15,Eriogonum sp.,Eriogonum sp.,Dominant forb,1,39,14,,JMP,,1400,3900,Dominant forb,1,0.0024,0.0024,NA,0.0024,0.0024,0.00121519,0.00121519,NA,0.00121519,0.00121519,3.36,4.739241
GRNMAS,2,15,Soft Loose Litter,BLANK,Soft loose litter,65,2,1,,JMP,,6500,13000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,894.08657,1355.398508
GRNMAS,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,Lichen (green),JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, <1 was replaced by 1",100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
GRNMAS,2,15,Woody Litter,BLANK,Woody litter,21,12,8,,JMP,,16800,25200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,10206.97422,8017.855258
GRNMAS,2,20,Arctostaphylos patula,Arctostaphylos patula,Shrub,100,100,100,,JMP,,1.00E+06,1.00E+06,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,9074.744143,6559.53
GRNMAS,2,20,calocedrus decurrens Sapling,Calocedrus decurrens,Tree,22,75,60,Seedling,JMP,,132000,165000,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,24764.10258,10796.92309
GRNMAS,2,20,Soft Loose Litter,BLANK,Soft loose litter,100,3,3,,JMP,,30000,30000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,4126.5534,3127.842711
GRNMAS,2,25,Abies concolor Sapling,Abies concolor,Tree,35,100,60,seedling,JMP,,210000,350000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,1229.45823,1625.65375
GRNMAS,2,25,Arctostaphylos patula,Arctostaphylos patula,Shrub,65,100,70,,JMP,,455000,650000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,4129.008585,4263.6945
GRNMAS,2,25,Soft Loose Litter,BLANK,Soft loose litter,95,3,2,,JMP,,19000,28500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2613.48382,2971.450575
GRNMAS,2,25,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,Lichen (green),JMP,"In cover, T was replaced by 1",100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
GRNMAS,2,25,Woody Litter,BLANK,Woody litter,5,7,4,,JMP,,2000,3500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1215.115979,1113.591008
GRNMAS,2,30,Soft Loose Litter,BLANK,Soft loose litter,44,5,3,,JMP,,13200,22000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1815.683496,2293.751321
GRNMAS,2,30,T2-30M-UNK A (bubble forb),Unknown,Dominant forb,2,17,12,,JMP,,2400,3400,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,16.16963855,14.73336259
GRNMAS,2,30,Woody Litter,BLANK,Woody litter,56,43,30,,JMP,,168000,240800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,102069.7422,76615.06135
GRNMAS,2,35,Soft Loose Litter,BLANK,Soft loose litter,89,3,2,,JMP,,17800,26700,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2448.421684,2783.780013
GRNMAS,2,35,Woody Litter,BLANK,Woody litter,11,7,5,,JMP,,5500,7700,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3341.568941,2449.900218
GRNMAS,2,40,Abies concolor,Abies concolor,Tree,6,100,100,,JMP,,60000,60000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,351.27378,278.6835
GRNMAS,2,40,Abies sp. Sapling,Abies sp.,Tree,22,100,100,Seedlings,JMP,,220000,220000,Tree,1,0.005636364,0.005636364,NA,0.005636364,0.005636364,0.002818182,0.002818182,NA,0.002818182,0.002818182,1240.00008,620.00004
GRNMAS,2,40,Soft Loose Litter,BLANK,Soft loose litter,88,5,4,,JMP,,35200,44000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,4841.822656,4587.502643
GRNMAS,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,2,5,3,Lichen (green),JMP,,600,1000,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,12.69332914,16.84275148
GRNMAS,2,40,Woody Litter,BLANK,Woody litter,12,6,5,,JMP,,6000,7200,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3645.347936,2290.815788
GRNMAS,2,45,Arctostaphylos patula,Arctostaphylos patula,Shrub,73,100,65,,JMP,,474500,730000,Shrub,7,0.009074744,0.0106,0.003310466,0.01264,0.00277686,0.00655953,0.007066667,0.00218689,0.00955,0.00277686,4305.966096,4788.4569
GRNMAS,2,45,calocedrus decurrens,Calocedrus decurrens,Tree,25,100,100,,JMP,,250000,250000,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,46901.70944,16358.97438
GRNMAS,2,45,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,3,15,12,,JMP,,3600,4500,Shrub,4,0.005340718,0.005514286,0.000428618,0.005623188,0.004711111,0.004390159,0.004326984,0.000189289,0.004666667,0.00424,19.226583,19.75571438
GRNMAS,2,45,Soft Loose Litter,BLANK,Soft loose litter,83,4,3,,JMP,,24900,33200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,3425.039322,3461.479267
GRNMAS,2,45,Woody Litter,BLANK,Woody litter,17,9,6,,JMP,,10200,15300,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6197.091491,4867.983549
GRNQUA,1,0,DOM SHRUB1,Unknown,Shrub,6,15,10,,JMP,,6000,9000,Shrub,3,0.006736111,0.006736111,0.006383603,0.01125,0.002222222,0.0053,0.0053,0.00523259,0.009,0.0016,40.416666,47.7
GRNQUA,1,0,erigeron inornatus,Erigeron inornatus,Dominant forb,2,14,7,,JMP,,1400,2800,Dominant forb,1,0.0024,0.0024,NA,0.0024,0.0024,0.00121519,0.00121519,NA,0.00121519,0.00121519,3.36,3.402532
GRNQUA,1,0,Ribes SP,Ribes sp.,Shrub,1,8,8,,JMP,"In cover, T was replaced by 1",800,800,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,8.031435667,6.1237214
GRNQUA,1,0,Soft Loose Litter,BLANK,Soft loose litter,15,0.5,0.5,,JMP,,750,750,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,103.163835,78.19606777
GRNQUA,1,0,Woody Litter,BLANK,Woody litter,6,3,1,,JMP,,600,1800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,364.5347936,572.703947
GRNQUA,1,5,Abies sp. Seedling,Abies sp.,Tree,1,2,2,Seedlings,JMP,"In cover, T was replaced by 1",200,200,Tree,1,0.005636364,0.005636364,NA,0.005636364,0.005636364,0.002818182,0.002818182,NA,0.002818182,0.002818182,1.1272728,0.5636364
GRNQUA,1,5,Ribes SP,Ribes sp.,Shrub,1,3,3,,JMP,"In cover, T was replaced by 1",300,300,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,3.011788375,2.296395525
GRNQUA,1,5,Soft Loose Litter,BLANK,Soft loose litter,70,1,0.5,,JMP,,3500,7000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,481.43123,729.8299659
GRNQUA,1,5,Woody Litter,BLANK,Woody litter,30,2,1,,JMP,,3000,6000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1822.673968,1909.013157
GRNQUA,1,10,Soft Loose Litter,BLANK,Soft loose litter,70,3,2,,JMP,,14000,21000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1925.72492,2189.489898
GRNQUA,1,10,Woody Litter,BLANK,Woody litter,30,5,3,,JMP,,9000,15000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,5468.021904,4772.532891
GRNQUA,1,15,pyrola picta,Pyrola picta,Dominant forb,1,7,7,,JMP,"In cover, T was replaced by 1",700,700,Dominant forb,1,0.016666667,0.016666667,NA,0.016666667,0.016666667,0.008333333,0.008333333,NA,0.008333333,0.008333333,11.6666669,5.8333331
GRNQUA,1,15,Soft Loose Litter,BLANK,Soft loose litter,80,4,4,,JMP,,32000,32000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,4401.65696,3336.365558
GRNQUA,1,15,Woody Litter,BLANK,Woody litter,20,6,3,,JMP,,6000,12000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3645.347936,3818.026313
GRNQUA,1,20,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,40,110,85,,JMP,,340000,440000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,2456.354869,2276.983091
GRNQUA,1,20,lupinus latifolius var. columbianus,Lupinus latifolius var. columbianus,Dominant forb,2,60,50,,JMP,,10000,12000,Dominant forb,3,0.003078499,0.002866667,0.001625967,0.0048,0.001568831,0.002597551,0.002293333,0.001539715,0.004266667,0.001232653,30.78499333,31.170612
GRNQUA,1,20,Soft Loose Litter,BLANK,Soft loose litter,55,4,4,,JMP,,22000,22000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,3026.13916,2293.751321
GRNQUA,1,20,Woody Litter,BLANK,Woody litter,45,19,12,,JMP,,54000,85500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,32808.13142,27203.43748
GRNQUA,1,25,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,10,42,30,,JMP,,30000,42000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,216.7371943,217.348386
GRNQUA,1,25,Soft Loose Litter,BLANK,Soft loose litter,5,2,1,,JMP,,500,1000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,68.77589,104.2614237
GRNQUA,1,25,Soft Rooted Litter,Unknown,Tree,65,400,400,dead tree; entered as srl but changed from data sheet by RS,JMP,,2600000,2600000,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,26000,17333.3342
GRNQUA,1,25,Woody Litter,BLANK,Woody litter,30,4,2,,JMP,,6000,12000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3645.347936,3818.026313
GRNQUA,1,30,Abies concolor Sapling,Abies concolor,Tree,6,65,50,seedling,JMP,,30000,39000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,175.63689,181.144275
GRNQUA,1,30,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,85,125,90,,JMP,,765000,1062500,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,5526.798454,5498.39667
GRNQUA,1,30,Soft Loose Litter,BLANK,Soft loose litter,70,3,3,,JMP,,21000,21000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2888.58738,2189.489898
GRNQUA,1,30,symphoricarpos mollis,Symphoricarpos mollis,Shrub,4,40,31,,JMP,,12400,16000,Shrub,1,0.014254545,0.014254545,NA,0.014254545,0.014254545,0.008909091,0.008909091,NA,0.008909091,0.008909091,176.756358,142.545456
GRNQUA,1,30,Woody Litter,BLANK,Woody litter,30,8,3,,JMP,,9000,24000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,5468.021904,7636.052626
GRNQUA,1,35,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,26,51,45,,JMP,,117000,132600,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,845.2750577,686.1999044
GRNQUA,1,35,erigeron inornatus,Erigeron inornatus,Dominant forb,5,25,14,,JMP,,7000,12500,Dominant forb,1,0.0024,0.0024,NA,0.0024,0.0024,0.00121519,0.00121519,NA,0.00121519,0.00121519,16.8,15.189875
GRNQUA,1,35,Soft Loose Litter,BLANK,Soft loose litter,35,5,4,,JMP,,14000,17500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1925.72492,1824.574915
GRNQUA,1,35,symphoricarpos mollis,Symphoricarpos mollis,Shrub,2,15,11,,JMP,,2200,3000,Shrub,1,0.014254545,0.014254545,NA,0.014254545,0.014254545,0.008909091,0.008909091,NA,0.008909091,0.008909091,31.359999,26.727273
GRNQUA,1,35,Woody Litter,BLANK,Woody litter,65,10,6,,JMP,,39000,65000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,23694.76158,20680.97586
GRNQUA,1,40,Abies concolor Sapling,Abies concolor,Tree,12,100,100,seedling,JMP,,120000,120000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,702.54756,557.367
GRNQUA,1,40,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,85,125,100,,JMP,,850000,1062500,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,6140.887171,5498.39667
GRNQUA,1,40,erigeron inornatus,Erigeron inornatus,Dominant forb,10,70,58,,JMP,,58000,70000,Dominant forb,1,0.0024,0.0024,NA,0.0024,0.0024,0.00121519,0.00121519,NA,0.00121519,0.00121519,139.2,85.0633
GRNQUA,1,40,Ribes roezlii,Ribes roezlii,Shrub,18,35,30,,JMP,,54000,63000,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,542.1219075,482.2430603
GRNQUA,1,40,Ribes viscosissimum,Ribes viscosissimum,Shrub,1,25,25,,JMP,,2500,2500,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,25.09823646,19.13662938
GRNQUA,1,40,symphoricarpos mollis,Symphoricarpos mollis,Shrub,3,20,18,,JMP,,5400,6000,Shrub,1,0.014254545,0.014254545,NA,0.014254545,0.014254545,0.008909091,0.008909091,NA,0.008909091,0.008909091,76.974543,53.454546
GRNQUA,1,45,Abies concolor Seedling,Abies concolor,Tree,25,41,25,seedling,JMP,,62500,102500,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,365.9101875,476.0843125
GRNQUA,1,45,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,18,200,150,,JMP,,270000,360000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,1950.634749,1862.986166
GRNQUA,1,45,erigeron inornatus,Erigeron inornatus,Dominant forb,10,32,28,,JMP,,28000,32000,Dominant forb,1,0.0024,0.0024,NA,0.0024,0.0024,0.00121519,0.00121519,NA,0.00121519,0.00121519,67.2,38.88608
GRNQUA,1,45,GORILLA FINGERS,Unknown,Dominant forb,2,9,3,unknown,JMP,,600,1800,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,4.042409638,7.800015488
GRNQUA,1,45,Grasses,BLANK,Grass,2,33,24,,JMP,,4800,6600,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,10.0745368,10.43696445
GRNQUA,1,45,LOW GROWING VINE,Unknown,Dominant forb,25,18,12,unknown,JMP,,30000,45000,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,202.1204819,195.0003872
GRNQUA,1,45,monardella odoratissima,Monardella odoratissima,Dominant forb,1,30,28,,JMP,,2800,3000,Dominant forb,3,0.003078499,0.002866667,0.001625967,0.0048,0.001568831,0.002597551,0.002293333,0.001539715,0.004266667,0.001232653,8.619798133,7.792653
GRNQUA,1,45,Soft Loose Litter,BLANK,Soft loose litter,95,5,4,,JMP,,38000,47500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,5226.96764,4952.417625
GRNQUA,1,45,WEIRD SALAD GREENS,Unknown,Dominant forb,1,16,16,unknown,JMP,"In cover, T was replaced by 1",1600,1600,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,10.77975903,6.9333471
GRNQUA,1,45,Woody Litter,BLANK,Woody litter,5,2,1,,JMP,,500,1000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,303.7789947,318.1688594
GRNQUA,2,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,95,38,32,,JMP,,304000,361000,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,2196.270235,1868.161127
GRNQUA,2,0,Ribes roezlii,Ribes roezlii,Shrub,4,24,19,,JMP,,7600,9600,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,76.29863883,73.4846568
GRNQUA,2,0,Soft Loose Litter,BLANK,Soft loose litter,90,3,2,,JMP,,18000,27000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2475.93204,2815.05844
GRNQUA,2,0,Woody Litter,BLANK,Woody litter,10,7,4,,JMP,,4000,7000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2430.231957,2227.182016
GRNQUA,2,5,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,38,42,27,,JMP,,102600,159600,Shrub,14,0.007224573,0.008266667,0.004345448,0.013555556,0.001357143,0.005174962,0.006042857,0.003106737,0.010041152,0.00095,741.2412045,825.9238668
GRNQUA,2,5,GORILLA FINGERS,Unknown,Dominant forb,1,4,3,unknown,JMP,"In cover, T was replaced by 1",300,400,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,2.021204819,1.733336775
GRNQUA,2,5,Ribes roezlii,Ribes roezlii,Shrub,15,40,22,,JMP,,33000,60000,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,331.2967213,459.279105
GRNQUA,2,5,Ribes viscosissimum,Ribes viscosissimum,Shrub,9,25,20,,JMP,,18000,22500,Shrub,12,0.010039295,0.004420244,0.011212273,0.036363636,0.00128,0.007654652,0.003249517,0.010409854,0.036363636,0.000530612,180.7073025,172.2296644
GRNQUA,2,5,Soft Loose Litter,BLANK,Soft loose litter,80,4,2,,JMP,,16000,32000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2200.82848,3336.365558
GRNQUA,2,5,Woody Litter,BLANK,Woody litter,16,5,3,,JMP,,4800,8000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2916.278349,2545.350875
GRNQUA,2,10,GORILLA FINGERS,Unknown,Dominant forb,6,22,8,unknown,JMP,,4800,13200,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,32.3392771,57.20011358
