ID,Site,Date,Transect,Meter,Species,DBH_cm,Intact,State,Height_m,Comments,Entered_by,Range,DBH_inch,Biomass
1197,MIXDP2,04-Jul-17,2,15-Oct,Quercus kelloggii,22,Y,D,,,JMP,,8.661422,242.0653658
1198,MIXDP2,04-Jul-17,2,15-Oct,Quercus kelloggii,40.3,Y,D,,,JMP,,15.8661503,1059.154864
1199,MIXDP2,04-Jul-17,2,15-Oct,Quercus kelloggii,49.9,Y,H,,,JMP,,19.6456799,1817.238145
1200,MIXDP2,04-Jul-17,2,20-25,Pinus sp.,23.1,Y,H,,,JMP,,9.0944931,165.6005297
1201,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,16.1,Y,H,,,JMP,,6.3385861,68.7548339
1202,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,28.7,Y,H,,,JMP,,11.2992187,280.9309204
1203,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,16.5,Y,H,,,JMP,,6.4960665,72.98852168
1204,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,22.3,Y,H,,,JMP,,8.7795323,151.9813937
1205,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,30.2,Y,H,,,JMP,,11.8897702,318.0327299
1206,MIXDP2,04-Jul-17,2,25-30,Pinaceae,20.4,Y,D,,,JMP,,8.0315004,122.496145
1207,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,18.8,Y,H,,,JMP,,7.4015788,100.2882052
1208,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,28.1,Y,H,,,JMP,,11.0629981,266.8442998
1209,MIXDP2,04-Jul-17,2,25-30,Pinus sp.,15.8,Y,H,,,JMP,,6.2204758,65.67696157
1210,MIXDP2,04-Jul-17,2,30-35,Pinus sp.,16.8,Y,D,,,JMP,,6.6141768,71.09532245
1211,MIXDP2,04-Jul-17,2,30-35,Pinus sp.,23.1,Y,H,,,JMP,,9.0944931,165.6005297
1212,MIXDP2,04-Jul-17,2,30-35,Pinus sp.,15.5,Y,H,,,JMP,,6.1023655,62.68181504
1213,MIXDP2,04-Jul-17,2,30-35,Pinus sp.,15.7,Y,H,,,JMP,,6.1811057,64.6694214
1214,MIXDP2,04-Jul-17,2,30-35,Pinus sp.,16.2,Y,H,,,JMP,,6.3779562,69.79929251
1215,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,17,Y,H,,,JMP,,6.692917,78.49156537
1216,MIXDP2,04-Jul-17,2,35-40,Pinaceae,18.7,Y,D,,,JMP,,7.3622087,99.70783298
1217,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,25.4,Y,H,,,JMP,,10.0000054,208.6567931
1218,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,18.3,Y,H,,,JMP,,7.2047283,93.91718569
1219,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,33.7,Y,H,,,JMP,,13.2677237,415.3640997
1220,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,33.7,Y,H,,,JMP,,13.2677237,415.3640997
1221,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,27.1,Y,H,,,JMP,,10.6692971,244.3092092
1222,MIXDP2,04-Jul-17,2,35-40,Pinus sp.,32.6,Y,H,,,JMP,,12.8346526,383.1214309
1223,MIXDP2,04-Jul-17,2,40-45,Pinaceae,19.4,Y,D,,,JMP,,7.6377994,108.765908
1224,MIXDP2,04-Jul-17,2,40-45,Pinaceae,16.6,Y,D,,,JMP,,6.5354366,75.20253612
1225,MIXDP2,04-Jul-17,2,45-50,Pinaceae,15.9,Y,D,,,JMP,,6.2598459,67.90328641
1226,MIXDP2,04-Jul-17,2,45-50,Pinaceae,16.3,Y,D,,,JMP,,6.4173263,72.02195534
1227,MIXDP2,04-Jul-17,2,45-50,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
1228,MIXDP2,04-Jul-17,2,45-50,Pinaceae,19.2,Y,D,,,JMP,,7.5590592,106.1317442
1229,MIXDP2,04-Jul-17,2,45-50,Pinaceae,17.3,Y,D,,,JMP,,6.8110273,82.93220476
1230,MIXDP2,04-Jul-17,2,45-50,Pinaceae,20.1,Y,D,,,JMP,,7.9133901,118.2786527
1231,MIXDP2,04-Jul-17,2,45-50,Pinaceae,22.4,Y,D,,,JMP,,8.8189024,152.8058665
1232,MIXDP2,04-Jul-17,2,45-50,Pinus sp.,25.4,Y,D,,,JMP,,10.0000054,195.7399147
1233,MIXDP2,04-Jul-17,2,40-45,Pinus sp.,17.3,Y,D,,,JMP,,6.8110273,76.40046087
1234,MIXDP2,04-Jul-17,2,40-45,Pinaceae,16.3,Y,D,,,JMP,,6.4173263,72.02195534
1235,MIXMID,22-Aug-17,1,0-5,Pinus lambertiana,93.6,Y,H,,,JMP,,36.8504136,4996.4607
1236,MIXMID,22-Aug-17,1,10-May,Abies sp.,48.3,Y,D,,,JMP,,19.0157583,1123.754805
1237,MIXMID,22-Aug-17,1,10-May,Abies concolor,48,Y,H,,,JMP,,18.897648,1173.326538
1238,MIXMID,22-Aug-17,1,25-30,Pinus lambertiana,84.9,Y,H,,,JMP,,33.4252149,3940.036514
1239,MIXMID,22-Aug-17,1,25-30,Abies sp.,27.5,Y,D,,,JMP,,10.8267775,276.5520357
1240,MIXMID,22-Aug-17,1,30-35,Pinus lambertiana,44.9,Y,H,,,JMP,,17.6771749,835.3289392
1241,MIXMID,22-Aug-17,1,40-45,Abies sp.,28.7,Y,H,,,JMP,,11.2992187,327.4726435
1242,MIXMID,22-Aug-17,1,45-50,Calocedrus decurrens,33.1,Y,H,,,JMP,,13.0315031,355.1519022
1243,MIXMID,22-Aug-17,1,40-45,Pinus lambertiana,102,Y,H,,,JMP,,40.157502,6159.471781
1244,MIXMID,22-Aug-17,1,25-30,Pinus lambertiana,66.8,Y,H,,,JMP,,26.2992268,2197.612518
1245,MIXMID,22-Aug-17,2,0-5,Abies magnifica,78.1,Y,H,,,JMP,,30.7480481,3926.550276
1246,MIXMID,22-Aug-17,2,10-May,Calocedrus decurrens,36.6,Y,H,,,JMP,,14.4094566,445.6923807
1247,MIXMID,22-Aug-17,2,10-May,Abies magnifica,46.2,Y,H,,,JMP,,18.1889862,1067.15987
1248,MIXMID,22-Aug-17,2,10-May,Abies magnifica,22.2,Y,H,,,JMP,,8.7401622,173.1518587
1249,MIXMID,22-Aug-17,2,20-25,Calocedrus decurrens,18.9,Y,UH,,,JMP,,7.4409489,100.1385387
1250,MIXMID,22-Aug-17,2,20-25,Calocedrus decurrens,31.8,Y,H,,,JMP,,12.5196918,324.4158699
1251,MIXMID,22-Aug-17,2,20-25,Calocedrus decurrens,21.4,Y,UH,,,JMP,,8.4252014,132.583518
1252,MIXMID,22-Aug-17,2,20-25,Calocedrus decurrens,33.3,Y,H,,,JMP,,13.1102433,360.0184468
1253,MIXMID,22-Aug-17,2,20-25,Abies magnifica,19,Y,H,,,JMP,,7.480319,117.6755055
1254,MIXMID,22-Aug-17,2,20-25,Abies magnifica,17.4,Y,H,,,JMP,,6.8503974,94.59883583
1255,MIXMID,22-Aug-17,2,35-40,Abies sp.,33.3,Y,D,,,JMP,,13.1102433,445.449905
1256,MIXMID,22-Aug-17,2,35-40,Calocedrus decurrens,26.3,Y,D,,,JMP,,10.3543363,198.2448566
1257,MIXMID,22-Aug-17,2,45-50,Pinus ponderosa,16.5,Y,UH,,,JMP,,6.4960665,72.98852168
1258,MIXMID,22-Aug-17,2,40-45,Abies sp.,30,Y,D,,,JMP,,11.81103,343.4993175
1259,MIXMID,22-Aug-17,2,35-40,Abies magnifica,39.6,Y,UH,,,JMP,,15.5905596,727.9603439
1260,MIXMID,22-Aug-17,2,15-20,Quercus kelloggii,42.5,Y,H,,,JMP,,16.7322925,1229.475361
1261,MIXMID,22-Aug-17,2,15-Oct,Pinus ponderosa,20,Y,H,,,JMP,,7.87402,116.5952474
1262,MIXMID,22-Aug-17,2,10-May,Pinus monticola,18.4,Y,H,,,JMP,,7.2440984,95.17170044
1263,MIXMIX,10-Jul-17,1,0-5,Abies sp.,124,Y,D,,,JMP,,48.818924,11699.89248
1264,MIXMIX,10-Jul-17,1,10-May,Pinus ponderosa,124,Y,H,,,JMP,,48.818924,9910.039212
1265,MIXMIX,10-Jul-17,1,15-Oct,Pinaceae,64,Y,D,,,JMP,,25.196864,1815.362231
1266,MIXMIX,10-Jul-17,1,15-20,Abies concolor,56,Y,UH,,,JMP,,22.047256,1720.048359
1267,MIXMIX,10-Jul-17,1,15-20,Abies sp.,88,Y,H,,,JMP,,34.645688,5279.905989
1268,MIXMIX,10-Jul-17,1,25-30,Abies concolor,67,Y,H,,,JMP,,26.377967,2684.163105
1269,MIXMIX,10-Jul-17,1,25-30,Abies magnifica,30,Y,D,,,JMP,,11.81103,343.4993175
1270,MIXMIX,10-Jul-17,1,45-50,Abies magnifica,49,Y,H,,,JMP,,19.291349,1234.921751
1271,MIXMIX,10-Jul-17,1,45-50,Abies magnifica,72,Y,H,,,JMP,,28.346472,3209.014975
1272,MIXMIX,10-Jul-17,2,0-5,Abies concolor,106,Y,H,,,JMP,,41.732306,8378.781424
1273,MIXMIX,10-Jul-17,2,0-5,UNKNOWN,64,N,D,15,,JMP,,25.196864,1190.312772
1274,MIXMIX,10-Jul-17,2,15-20,Abies concolor,34,Y,H,,,JMP,,13.385834,498.6532706
1275,MIXMIX,10-Jul-17,2,15-20,Abies concolor,74,Y,H,,,JMP,,29.133874,3434.776449
1276,MIXMIX,10-Jul-17,2,15-20,Abies concolor,68,Y,H,,,JMP,,26.771668,2784.674918
1277,MIXMIX,10-Jul-17,2,20-25,Abies concolor,69,Y,H,,,JMP,,27.165369,2887.400457
1278,MIXMIX,10-Jul-17,2,20-25,Abies concolor,62,Y,UH,,,JMP,,24.409462,2214.254956
1279,MIXMIX,10-Jul-17,2,20-25,Pinus lambertiana,58,Y,H,,,JMP,,22.834658,1558.022529
1280,MIXMIX,10-Jul-17,2,30-35,Abies concolor,127,Y,H,,,JMP,,50.000027,13120.95483
1281,MIXMIX,10-Jul-17,2,40-45,Abies concolor,104,Y,H,,,JMP,,40.944904,7991.962092
1282,MIXMIX,10-Jul-17,2,40-45,Abies concolor,107,Y,UH,,,JMP,,42.126007,8576.296619
1283,MIXMIX,10-Jul-17,2,45-50,Pinaceae,33,Y,D,,,JMP,,12.992133,381.3477349
1284,MIXMOR,15-Aug-17,1,0-5,Abies sp.,27.3,Y,D,,,JMP,,10.7480373,271.5669989
1285,MIXMOR,15-Aug-17,1,15-Oct,Abies sp.,34.2,Y,D,,,JMP,,13.4645742,476.0306544
1286,MIXMOR,15-Aug-17,1,20-25,Pinaceae,15.1,Y,D,,,JMP,,5.9448851,60.08001374
1287,MIXMOR,15-Aug-17,1,30-35,Pinaceae,29.4,Y,D,,,JMP,,11.5748094,290.3954032
1288,MIXMOR,15-Aug-17,1,30-35,Pinaceae,24.5,Y,D,,,JMP,,9.6456745,188.8342583
1289,MIXMOR,15-Aug-17,1,35-40,Pinus ponderosa,28,Y,H,,,JMP,,11.023628,264.5379613
1290,MIXMOR,15-Aug-17,1,45-50,Pinus ponderosa,32.7,Y,H,,,JMP,,12.8740227,385.9892723
1291,MIXMOR,15-Aug-17,1,35-40,Pinaceae,19.8,Y,D,,,JMP,,7.7952798,114.1457197
1292,MIXMOR,15-Aug-17,1,30-35,Pinaceae,29.1,Y,D,,,JMP,,11.4566991,283.4522621
1293,MIXMOR,15-Aug-17,1,25-30,Pinaceae,28.3,Y,D,,,JMP,,11.1417383,265.4070148
1294,MIXMOR,15-Aug-17,1,20-25,Pinaceae,36,Y,D,,,JMP,,14.173236,468.1851062
1295,MIXMOR,15-Aug-17,1,15-20,Pinaceae,27.6,Y,H,,,JMP,,10.8661476,266.4375653
1296,MIXMOR,15-Aug-17,1,15-Oct,Pinus ponderosa,142.7,Y,H,,,JMP,,56.1811327,13951.14472
1297,MIXMOR,15-Aug-17,2,10-May,Pinus ponderosa,30.5,Y,H,,,JMP,,12.0078805,325.7801287
1298,MIXMOR,15-Aug-17,2,15-20,Pinus ponderosa,39.2,Y,H,,,JMP,,15.4330792,600.1988463
1299,MIXMOR,15-Aug-17,2,20-25,Pinus ponderosa,36.9,Y,D,,,JMP,,14.5275669,487.6758953
1300,MIXMOR,15-Aug-17,2,25-30,Pinus ponderosa,16.6,Y,D,,,JMP,,6.5354366,69.0359239
1301,MIXMOR,15-Aug-17,2,25-30,Abies concolor,39.5,Y,H,,,JMP,,15.5511895,723.4073554
1302,MIXMOR,15-Aug-17,2,45-50,Pinus ponderosa,33,Y,H,,,JMP,,12.992133,394.6685353
1303,MIXMOR,15-Aug-17,2,45-50,Pinus ponderosa,34.3,Y,H,,,JMP,,13.5039443,433.601289
1304,MIXMOR,15-Aug-17,2,35-40,Pinus ponderosa,37.4,Y,H,,,JMP,,14.7244174,535.2885772
1305,MIXMOR,15-Aug-17,2,25-30,Pinus ponderosa,37,Y,H,,,JMP,,14.566937,521.4555446
1306,MIXMOR,15-Aug-17,2,10-May,Pinus ponderosa,40.7,Y,H,,,JMP,,16.0236307,657.6644076
1307,MIXRAV,03-Jul-17,1,0-5,Pinus lambertiana,81,Y,D,,,JMP,,31.889781,3321.034023
1308,MIXRAV,03-Jul-17,1,0-5,Pinus lambertiana,22,Y,D,,,JMP,,8.661422,137.6964378
1309,MIXRAV,03-Jul-17,1,0-5,Pinus lambertiana,57,Y,D,,,JMP,,22.440957,1409.57781
1310,MIXRAV,03-Jul-17,1,10-May,Pinus lambertiana,80,Y,D,,,JMP,,31.49608,3221.955542
1311,MIXRAV,03-Jul-17,1,15-Oct,Pinus lambertiana,69,Y,D,,,JMP,,27.165369,2246.328756
1312,MIXRAV,03-Jul-17,1,15-20,Pinus lambertiana,58,N,D,45,,JMP,40-50,22.834658,2231.087227
1313,MIXRAV,03-Jul-17,1,20-25,Pinus lambertiana,92,N,D,45,,JMP,40-50,36.220492,5300.846952
1314,MIXRAV,03-Jul-17,1,20-25,Pinus lambertiana,23,N,D,7.5,,JMP,0-10,9.055123,108.0566693
1315,MIXRAV,03-Jul-17,1,20-25,Pinus lambertiana,80,Y,D,,,JMP,,31.49608,3221.955542
1316,MIXRAV,03-Jul-17,1,30-35,Pinus lambertiana,16,N,D,7.5,,JMP,0-10,6.299216,56.07196198
1317,MIXRAV,03-Jul-17,1,25-30,Pinus lambertiana,90,Y,D,,,JMP,,35.43309,4293.65481
1318,MIXRAV,03-Jul-17,1,30-35,Calocedrus decurrens,84,Y,D,,,JMP,,33.070884,2752.329603
1319,MIXRAV,03-Jul-17,1,30-35,Pinus lambertiana,84,Y,D,,,JMP,,33.070884,3628.945801
1320,MIXRAV,03-Jul-17,1,30-35,Pinus lambertiana,63,Y,D,,,JMP,,24.803163,1799.351992
1321,MIXRAV,03-Jul-17,1,40-45,Abies sp.,26,Y,D,,,JMP,,10.236226,240.4722287
1322,MIXRAV,03-Jul-17,1,40-45,Pinus lambertiana,103,Y,H,,,JMP,,40.551203,6307.54373
1323,MIXRAV,03-Jul-17,1,40-45,Quercus kelloggii,20,Y,D,,,JMP,,7.87402,191.8266974
1324,MIXRAV,03-Jul-17,1,45-50,Abies sp.,43,N,D,25,,JMP,20-30,16.929143,1007.728184
1325,MIXRAV,03-Jul-17,1,45-50,Abies sp.,38,Y,D,,,JMP,,14.960638,618.7746849
1326,MIXRAV,03-Jul-17,2,0-5,Abies concolor,64,Y,H,,,JMP,,25.196864,2395.752084
1327,MIXRAV,03-Jul-17,2,0-5,Abies sp.,38,Y,D,,,JMP,,14.960638,618.7746849
1328,MIXRAV,03-Jul-17,2,10-May,Abies sp.,23,N,D,7.5,,JMP,0-10,9.055123,130.8660649
1329,MIXRAV,03-Jul-17,2,10-May,Abies sp.,79,Y,D,,,JMP,,31.102379,3817.892552
1330,MIXRAV,03-Jul-17,2,15-Oct,Abies sp.,36,Y,D,,,JMP,,14.173236,540.8659898
1331,MIXRAV,03-Jul-17,2,15-Oct,Abies sp.,61,Y,D,,,JMP,,24.015761,2007.906433
1332,MIXRAV,03-Jul-17,2,15-20,Abies sp.,67,Y,D,,,JMP,,26.377967,2535.223753
1333,MIXRAV,03-Jul-17,2,15-20,Abies sp.,65,Y,D,,,JMP,,25.590565,2351.283375
1334,MIXRAV,03-Jul-17,2,15-20,Abies sp.,52,Y,D,,,JMP,,20.472452,1350.169146
1335,MIXRAV,03-Jul-17,2,20-25,UNKNOWN,26,N,D,3.2,,JMP,0-5,10.236226,92.38852013
1336,MIXRAV,03-Jul-17,2,25-30,Abies sp.,59,Y,D,,,JMP,,23.228359,1848.222282
1337,MIXRAV,03-Jul-17,2,25-30,Abies sp.,39,N,D,15,,JMP,20-Oct,15.354339,567.7880577
1338,MIXRAV,03-Jul-17,2,25-30,Abies sp.,82,Y,D,,,JMP,,32.283482,4188.338772
1339,MIXRAV,03-Jul-17,2,25-30,Abies sp.,52,Y,D,,,JMP,,20.472452,1350.169146
1340,MIXRAV,03-Jul-17,2,25-30,Abies sp.,67,Y,D,,,JMP,,26.377967,2535.223753
1341,MIXRAV,03-Jul-17,2,30-35,Abies sp.,58,Y,D,,,JMP,,22.834658,1771.326098
1342,MIXRAV,03-Jul-17,2,35-40,Abies sp.,68,Y,D,,,JMP,,26.771668,2630.310097
1343,MIXRAV,03-Jul-17,2,45-50,Abies sp.,74,Y,H,,,JMP,,29.133874,3434.776449
1344,MIXRIV,17-Jul-17,1,10-May,Calocedrus decurrens,49,Y,UH,,,JMP,,19.291349,861.6080057
1345,MIXRIV,17-Jul-17,1,10-May,Abies concolor,38,Y,D,,,JMP,,14.960638,618.7746849
1346,MIXRIV,17-Jul-17,1,15-Oct,UNKNOWN,92,N,D,0.5,dead stump (estimated height from office Haley),JMP,,36.220492,1000.520519
1347,MIXRIV,17-Jul-17,1,15-20,UNKNOWN,58,Y,D,,Lodgepole?,JMP,,22.834658,1439.883324
1348,MIXRIV,17-Jul-17,1,15-20,UNKNOWN,38,Y,D,,Lodgepole?,JMP,,14.960638,531.821205
1349,MIXRIV,17-Jul-17,1,25-30,UNKNOWN,66,Y,D,,Lodgepole?,JMP,,25.984266,1951.719755
1350,MIXRIV,17-Jul-17,1,25-30,UNKNOWN,28,N,D,20,"no branches, to burnt to ID",JMP,,11.023628,355.912139
1351,MIXRIV,17-Jul-17,1,25-30,UNKNOWN,66,N,D,10,,JMP,,25.984266,986.307638
1352,MIXRIV,17-Jul-17,1,25-30,Calocedrus decurrens,42,Y,UH,,,JMP,,16.535442,608.2239796
1353,MIXRIV,17-Jul-17,1,40-45,Calocedrus decurrens,32,Y,UH,,,JMP,,12.598432,329.0436944
1354,MIXRIV,17-Jul-17,1,45-50,Calocedrus decurrens,31,Y,UH,,,JMP,,12.204731,306.2690281
1355,MIXRIV,17-Jul-17,1,40-45,Abies concolor,74,Y,H,,,JMP,,29.133874,3434.776449
1356,MIXRIV,17-Jul-17,1,40-45,Calocedrus decurrens,29,Y,UH,,,JMP,,11.417329,263.4318601
1357,MIXRIV,17-Jul-17,1,35-40,Abies concolor,43,Y,UH,,,JMP,,16.929143,893.0494613
1358,MIXRIV,17-Jul-17,1,35-40,Abies sp.,89,Y,D,,,JMP,,35.039389,5133.674987
1359,MIXRIV,17-Jul-17,1,30-35,Abies sp.,26,Y,D,,,JMP,,10.236226,240.4722287
1360,MIXRIV,17-Jul-17,1,25-30,Pseudotsuga menziesii,73,Y,UH,,,JMP,,28.740173,3840.422419
1361,MIXRIV,17-Jul-17,1,15-20,Abies sp.,53,Y,D,,,JMP,,20.866153,1415.656497
1362,MIXRIV,17-Jul-17,1,15-20,Abies sp.,47,Y,D,,,JMP,,18.503947,1050.029403
1363,MIXRIV,17-Jul-17,1,15-20,UNKNOWN,145,Y,D,,,JMP,,57.086645,12430.62395
1364,MIXRIV,17-Jul-17,1,15-Oct,Pseudotsuga menziesii,95,Y,H,,,JMP,,37.401595,7309.997309
1365,MIXRIV,17-Jul-17,1,10-May,Pseudotsuga menziesii,29.5,Y,D,,,JMP,,11.6141795,394.2752101
1366,MIXRIV,17-Jul-17,2,0-5,Abies concolor,27,Y,UH,,,JMP,,10.629927,281.4316465
1367,MIXRIV,17-Jul-17,2,0-5,UNKNOWN,58,N,D,6,stump,JMP,,22.834658,591.2873807
1368,MIXRIV,17-Jul-17,2,10-May,Quercus kelloggii,74,Y,H,,,JMP,,29.133874,4742.194347
1369,MIXRIV,17-Jul-17,2,15-Oct,Sequoiadendron giganteum,62,Y,H,,,JMP,,24.409462,1466.189303
1370,MIXRIV,17-Jul-17,2,20-25,Quercus kelloggii,43,Y,D,,,JMP,,16.929143,1240.491459
1371,MIXRIV,17-Jul-17,2,20-25,Quercus kelloggii,29,Y,D,,,JMP,,11.417329,474.8849334
1372,MIXRIV,17-Jul-17,2,25-30,Abies concolor,25,N,D,4,,JMP,,9.842525,102.6432818
1373,MIXRIV,17-Jul-17,2,30-35,UNKNOWN,84,Y,D,,,JMP,,33.070884,3442.484745
1374,MIXRIV,17-Jul-17,2,30-35,Abies concolor,40,Y,UH,,,JMP,,15.74804,746.3431473
1375,MIXRIV,17-Jul-17,2,35-40,Calocedrus decurrens,34,Y,D,,,JMP,,13.385834,355.0017789
1376,MIXRIV,17-Jul-17,2,35-40,UNKNOWN,37,N,D,3,stump,JMP,,14.566937,180.5127912
1377,MIXRIV,17-Jul-17,2,40-45,Abies sp.,22,Y,D,,,JMP,,8.661422,158.5365252
1378,MIXRIV,17-Jul-17,2,40-45,Abies sp.,60,Y,D,,,JMP,,23.62206,1927.077081
1379,MIXRIV,17-Jul-17,2,40-45,Abies concolor,26,Y,D,,,JMP,,10.236226,240.4722287
1380,MIXRIV,17-Jul-17,2,45-50,Calocedrus decurrens,25,Y,D,,,JMP,,9.842525,176.6894985
1381,MIXRIV,17-Jul-17,2,45-50,Abies concolor,53,Y,UH,,,JMP,,20.866153,1500.393002
1382,MIXRIV,17-Jul-17,2,45-50,Abies sp.,36,Y,UH,,,JMP,,14.173236,574.6400782
1383,MIXRIV,17-Jul-17,2,45-50,Abies concolor,31,Y,H,,,JMP,,12.204731,396.507854
1384,MIXRIV,17-Jul-17,2,45-50,Abies sp.,31,Y,D,,,JMP,,12.204731,372.7312446
1385,MIXRIV,17-Jul-17,2,45-50,Abies sp.,50,Y,D,,,JMP,,19.68505,1224.705919
1386,MIXRIV,17-Jul-17,2,40-45,Pinus lambertiana,158,Y,H,,,JMP,,62.204758,17877.75794
1387,MIXRIV,17-Jul-17,2,40-45,Sequoiadendron giganteum,121,Y,H,,,JMP,,47.637821,6641.213625
1388,MIXRIV,17-Jul-17,2,40-45,Sequoiadendron giganteum,96,Y,H,,,JMP,,37.795296,3937.004501
1389,MIXRIV,17-Jul-17,2,35-40,Abies sp.,34,Y,D,,,JMP,,13.385834,469.1300908
1390,MIXRIV,17-Jul-17,2,30-35,Sequoiadendron giganteum,97,Y,H,,,JMP,,38.188997,4030.263521
1391,MIXRIV,17-Jul-17,2,30-35,Abies sp.,34,Y,D,,,JMP,,13.385834,469.1300908
1392,MIXRIV,17-Jul-17,2,30-35,Quercus kelloggii,21,N,D,8,,JMP,,8.267721,144.1710854
1393,MIXRIV,17-Jul-17,2,20-25,Calocedrus decurrens,29,Y,H,,,JMP,,11.417329,263.4318601
1394,MIXRIV,17-Jul-17,2,20-25,Abies concolor,34,Y,H,,,JMP,,13.385834,498.6532706
1395,MIXRIV,17-Jul-17,2,15-20,Calocedrus decurrens,23,Y,D,,,JMP,,9.055123,146.2005048
1396,MIXRIV,17-Jul-17,2,15-20,Calocedrus decurrens,18,N,D,4,,JMP,,7.086618,51.97891129
1397,MIXRIV,17-Jul-17,2,15-20,UNKNOWN,15,Y,D,,,JMP,,5.905515,59.14054473
1398,MIXRIV,17-Jul-17,2,15-Oct,Abies concolor,85,Y,H,,,JMP,,33.464585,4844.478239
1399,MIXRIV,17-Jul-17,2,10-May,Calocedrus decurrens,35,Y,D,,,JMP,,13.779535,379.1180791
1400,MIXRIV,17-Jul-17,2,10-May,Abies sp.,22,Y,D,,,JMP,,8.661422,158.5365252
1401,MIXRIV,17-Jul-17,2,0-5,Abies sp.,53,N,D,14,,JMP,,20.866153,967.0443899
1402,MIXRIV,17-Jul-17,2,0-5,Abies concolor,40,Y,UH,,,JMP,,15.74804,746.3431473
1403,MIXRIV,17-Jul-17,2,0-5,Abies concolor,29,Y,UH,,,JMP,,11.417329,336.032497
1404,MIXWAT,07-Aug-17,1,0-5,Abies sp.,17.5,Y,D,,,JMP,,6.8897675,89.52174394
1405,MIXWAT,07-Aug-17,1,0-5,Pseudotsuga menziesii,28.5,Y,H,,,JMP,,11.2204785,385.711869
1406,MIXWAT,07-Aug-17,1,0-5,Abies concolor,57,Y,H,,,JMP,,22.440957,1797.275913
1407,MIXWAT,07-Aug-17,1,10-May,Abies concolor,54,Y,H,,,JMP,,21.259854,1571.6244
1408,MIXWAT,07-Aug-17,1,15-Oct,Abies concolor,16,Y,D,,,JMP,,6.299216,71.54828637
1409,MIXWAT,07-Aug-17,1,15-Oct,Abies concolor,63,Y,H,,,JMP,,24.803163,2303.936614
1410,MIXWAT,07-Aug-17,1,15-Oct,Abies concolor,17,Y,D,,,JMP,,6.692917,83.26340415
1411,MIXWAT,07-Aug-17,1,15-20,Abies concolor,64,Y,H,,,JMP,,25.196864,2395.752084
1412,MIXWAT,07-Aug-17,1,25-30,Abies concolor,76,Y,H,,,JMP,,29.921276,3669.760612
1413,MIXWAT,07-Aug-17,1,25-30,Abies concolor,25,Y,D,,,JMP,,9.842525,218.0726261
1414,MIXWAT,07-Aug-17,1,25-30,Abies concolor,74,Y,H,,,JMP,,29.133874,3434.776449
1415,MIXWAT,07-Aug-17,1,35-40,Abies concolor,20.5,Y,D,,,JMP,,8.0708705,132.918346
1416,MIXWAT,07-Aug-17,1,40-45,Abies concolor,16,Y,D,,,JMP,,6.299216,71.54828637
1417,MIXWAT,07-Aug-17,1,45-50,Pseudotsuga menziesii,52,Y,H,,,JMP,,20.472452,1676.500772
1418,MIXWAT,07-Aug-17,1,45-50,Quercus kelloggii,25,Y,D,,,JMP,,9.842525,330.6603637
1419,MIXWAT,07-Aug-17,1,45-50,Quercus kelloggii,27,N,D,6,,JMP,,10.629927,208.3766227
1420,MIXWAT,07-Aug-17,1,45-50,Quercus kelloggii,15.5,Y,D,,,JMP,,6.1023655,102.9316474
1421,MIXWAT,07-Aug-17,1,45-50,Pseudotsuga menziesii,21,Y,D,,,JMP,,8.267721,171.1432888
1422,MIXWAT,07-Aug-17,1,45-50,Pseudotsuga menziesii,52,Y,H,,,JMP,,20.472452,1676.500772
1423,MIXWAT,07-Aug-17,1,35-40,Abies concolor,63,Y,D,,,JMP,,24.803163,2175.551859
1424,MIXWAT,07-Aug-17,1,35-40,Pseudotsuga menziesii,34,Y,H,,,JMP,,13.385834,593.633391
1425,MIXWAT,07-Aug-17,1,35-40,Pseudotsuga menziesii,37,Y,H,,,JMP,,14.566937,729.8783815
1426,MIXWAT,07-Aug-17,1,35-40,Abies concolor,54,Y,H,,,JMP,,21.259854,1571.6244
1427,MIXWAT,07-Aug-17,1,30-35,Pseudotsuga menziesii,62,Y,H,,,JMP,,24.409462,2576.669287
1428,MIXWAT,07-Aug-17,1,30-35,Abies concolor,89,Y,H,,,JMP,,35.039389,5430.042761
1429,MIXWAT,07-Aug-17,1,25-30,Abies concolor,23,Y,D,,,JMP,,9.055123,177.1303346
1430,MIXWAT,07-Aug-17,1,25-30,Abies concolor,25,Y,D,,,JMP,,9.842525,218.0726261
1431,MIXWAT,07-Aug-17,1,20-25,Abies concolor,31,Y,H,,,JMP,,12.204731,396.507854
1432,MIXWAT,07-Aug-17,1,20-25,Abies concolor,18,Y,D,,,JMP,,7.086618,96.05234922
