Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree DBH_cm,Comments,Entered by,Review comment
HICORN,15-Aug-17,2,15-Oct,Frangula rubra,Shrub,86,64,73,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,55,43,29,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,51,70,48,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,55,62,54,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,53,54,22,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,90,74,55,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,68,107,101,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,60,22,30,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,46,73,43,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,48,71,67,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,50,34,27,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,70,112,73,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Arctostaphylos patula,Shrub,88,113,93,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,35,130,103,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,42,64,60,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,38,45,90,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,39,90,81,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,35,98,57,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,41,83,80,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,71,155,160,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,31,68,60,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,29,88,50,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,11,54,66,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,62,150,111,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,43,90,100,,,AMM,
HICORN,15-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,29,121,130,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,51,42,43,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,53,56,48,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,53,52,43,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,54,47,34,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,47,50,52,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,36,50,40,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,52,62,54,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,38,56,48,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,50,50,42,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,60,51,57,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,60,44,45,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,55,53,52,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,71,60,49,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,56,50,51,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,49,57,58,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,49,60,46,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,48,60,45,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,60,51,44,,,AMM,
HICORN,15-Aug-17,2,15-20,Arctostaphylos patula,Shrub,63,55,50,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,30,98,109,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,35,83,62,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,30,63,46,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,26,54,25,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,17,68,61,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,30,70,68,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,31,93,73,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,36,85,63,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,47,113,75,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,33,130,100,,,AMM,
HICORN,15-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,60,133,88,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,50,98,88,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,30,78,45,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,25,56,45,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,45,170,120,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,51,130,80,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,32,103,85,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,30,72,45,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,42,110,90,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,40,110,75,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,30,60,35,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,45,87,65,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,30,123,100,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,60,125,120,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,38,70,35,,,AMM,
HICORN,15-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,30,88,60,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,52,47,32,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,62,65,42,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,68,79,50,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,46,60,60,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,51,65,30,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,51,45,25,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,63,85,85,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,55,47,30,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,65,60,45,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,64,62,51,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,60,62,50,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,60,60,37,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,57,60,35,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,60,60,80,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,60,50,48,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,52,48,35,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,58,50,35,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,63,47,30,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,56,45,33,,,AMM,
HICORN,15-Aug-17,2,20-25,Arctostaphylos patula,Shrub,48,62,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,51,60,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,71,65,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,51,25,18,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,51,65,37,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,43,62,35,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,48,80,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,42,57,36,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,42,55,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,51,38,33,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,52,60,35,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,50,30,25,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,56,70,65,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,50,60,35,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,51,45,43,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,54,56,32,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,30,155,110,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,32,90,60,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,45,150,100,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,25,98,58,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,34,130,60,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,38,82,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,37,75,45,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,30,65,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,38,70,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,32,63,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,28,80,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,22,85,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Symphoricarpos mollis,Shrub,18,80,120,,,AMM,
HICORN,15-Aug-17,2,25-30,Symphoricarpos mollis,Shrub,20,80,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Symphoricarpos mollis,Shrub,17,90,65,,,AMM,
HICORN,15-Aug-17,2,25-30,Symphoricarpos mollis,Shrub,14,90,60,,,AMM,
HICORN,15-Aug-17,2,25-30,Symphoricarpos mollis,Shrub,19,110,90,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,50,45,37,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,51,40,22,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,49,56,35,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,59,45,40,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,55,42,30,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,49,65,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,45,56,35,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,40,52,25,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,49,55,43,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,35,55,40,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,24,83,53,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,16,60,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,30,64,58,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,35,110,95,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,40,80,60,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,28,75,40,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,43,100,65,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,25,70,45,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,40,85,73,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,45,88,63,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,33,65,65,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,54,30,33,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,41,50,39,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,45,51,27,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,29,51,34,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,57,41,33,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,61,48,52,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,50,30,28,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,65,48,39,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,51,65,41,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,40,51,42,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,49,52,34,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,43,53,49,,,AMM,
HICORN,15-Aug-17,2,35-40,Frangula rubra,Shrub,83,91,88,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,29,104,64,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,25,77,50,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,27,67,41,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,36,51,60,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,20,66,40,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,23,62,75,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,22,68,20,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,20,68,57,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,11,50,32,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,45,128,139,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,21,53,68,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,52,160,153,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,20,81,70,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,22,78,91,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,11,71,55,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,11,51,53,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,22,58,40,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,33,120,113,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,70,115,88,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,43,55,42,,,AMM,
HICORN,15-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,33,60,52,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,78,115,85,,,AMM,
HICORN,15-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,25,68,62,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,51,33,18,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,53,15,14,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,78,63,63,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,105,88,73,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,80,70,65,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,79,50,29,,,AMM,
HICORN,15-Aug-17,2,40-45,Symphoricarpos mollis,Shrub,13,51,30,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,115,48,72,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,106,58,73,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,104,42,88,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,90,165,160,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,77,87,73,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,103,97,83,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,69,72,74,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,109,78,44,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,86,76,68,,,AMM,
HICORN,15-Aug-17,2,45-50,Frangula rubra,Shrub,118,89,79,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,68,45,38,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,73,55,40,,,AMM,
HICORN,15-Aug-17,2,45-50,Ceanothus cordulatus,Shrub,115,270,210,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,52,19,12,,,AMM,
HICORN,15-Aug-17,2,45-50,Arctostaphylos patula,Shrub,57,38,16,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,116,50,64,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,155,30,39,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,128,41,30,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,88,59,63,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,112,84,41,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,52,48,41,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,60,41,37,,,AMM,
HICORN,15-Aug-17,2,40-45,Symphoricarpos mollis,Shrub,157,153,143,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,95,72,64,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,126,30,28,,,AMM,
HICORN,15-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,26,70,33,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,83,95,71,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,83,126,64,,,AMM,
HICORN,15-Aug-17,2,40-45,Frangula rubra,Shrub,74,108,100,,,AMM,
HICORN,15-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,36,63,40,,,AMM,
HICORN,15-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,35,58,27,,,AMM,
HICORN,15-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,30,63,19,,,AMM,
HICORN,15-Aug-17,2,40-45,Arctostaphylos patula,Shrub,36,64,81,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,50,28,32,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,37,61,33,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,54,61,48,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,23,65,37,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,38,65,62,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,45,91,82,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,43,52,37,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,55,41,45,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,34,113,87,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,52,44,31,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,44,81,58,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,28,77,34,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,54,37,17,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,88,42,12,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,41,44,50,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,61,64,48,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,75,79,51,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,21,25,58,,,AMM,
HICORN,15-Aug-17,2,35-40,Ceanothus cordulatus,Shrub,150,179,55,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,72,51,67,,,AMM,
HICORN,15-Aug-17,2,35-40,Arctostaphylos patula,Shrub,32,67,57,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,70,85,47,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,30,69,40,,,AMM,
HICORN,15-Aug-17,2,30-35,Frangula rubra,Shrub,46,73,83,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,59,50,64,,,AMM,
HICORN,15-Aug-17,2,30-35,Frangula rubra,Shrub,36,42,57,,,AMM,
HICORN,15-Aug-17,2,30-35,Frangula rubra,Shrub,99,111,119,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,71,51,18,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,73,110,40,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,147,125,31,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,63,52,33,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,101,75,23,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,96,59,24,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,76,87,27,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,60,49,28,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,60,65,38,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,70,70,35,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,112,104,33,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,61,67,51,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,89,115,69,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,74,69,46,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,54,56,48,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,47,42,65,,,AMM,
HICORN,15-Aug-17,2,30-35,Arctostaphylos patula,Shrub,57,35,37,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,71,44,38,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,65,39,20,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,68,59,40,,,AMM,
HICORN,15-Aug-17,2,30-35,Ceanothus cordulatus,Shrub,64,47,29,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,39,81,119,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,49,102,71,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,39,67,52,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,50,80,27,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,30,124,130,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,31,107,61,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,50,70,45,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,60,60,32,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,53,55,49,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,50,59,40,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,33,76,55,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,32,90,67,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,31,82,100,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,30,90,75,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,47,60,57,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,58,44,50,,,AMM,
HICORN,15-Aug-17,2,25-30,Arctostaphylos patula,Shrub,76,87,81,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,23,91,84,,,AMM,
HICORN,15-Aug-17,2,25-30,Ceanothus cordulatus,Shrub,19,73,89,,,AMM,
