Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered by,Daniel
HICAMP,2,5,Bare Ground ,BLANK,Bare Ground,45,0,0,CHECK ON DATASHEET,MJH,
HICAMP,2,10,DF-soft purple flower,UNKNOWN,Dominant forb,32,27,13,,MJH,
HICAMP,2,10,Arctostaphylos sp.,Arctostaphylos sp.,Shrub,5,28,20,,MJH,
HICAMP,2,10,Pine Sapling,Pinus sp.,Tree,1,10,10,Sapling,MJH,"In cover, T was replaced by 1"
HICAMP,2,10,Soft Loose Litter,BLANK,Soft loose litter,3,1,1,,MJH,
HICAMP,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,2,5,5,,MJH,
HICAMP,2,10,#5 forb,UNKNOWN,Dominant forb,1,18,13,,MJH,"In cover, T was replaced by 1"
HICAMP,2,10,Allium campanulatum,Allium campanulatum,Dominant forb,1,12,12,,MJH,
HICAMP,2,10,Rock,BLANK,Rocks,50,1,1,,MJH,
HICAMP,2,10,Bare Ground ,BLANK,Bare Ground,40,0,0,,MJH,
HICAMP,2,15,unknown forb,UNKNOWN,Dominant forb,10,50,30,,MJH,
HICAMP,2,15,DF-soft purple flower,UNKNOWN,Dominant forb,30,28,10,,MJH,
HICAMP,2,15,Soft Loose Litter,BLANK,Soft loose litter,1,1,1,,MJH,"In cover, T was replaced by 1"
HICAMP,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,3,1,1,,MJH,
HICAMP,2,15,Woody Litter,BLANK,Woody litter,7,2,1,,MJH,
HICAMP,2,15,Char,BLANK,Char,5,2,1,,MJH,
HICAMP,2,15,Rock,BLANK,Rocks,7,1,1,,MJH,
HICAMP,2,15,Bare Ground ,BLANK,Bare Ground,50,0,0,,MJH,
HICAMP,2,20,DF-soft purple flower,UNKNOWN,Dominant forb,30,25,20,,MJH,
HICAMP,2,20,unknown forb,UNKNOWN,Dominant forb,1,22,20,,MJH,"In cover, T was replaced by 1"
HICAMP,2,20,calyptridium unbellatum,Calyptridium unbellatum,Dominant forb,1,18,18,,MJH,
HICAMP,2,20,ceanothus cordulatus,Ceanothus cordulatus,Shrub,10,28,10,,MJH,
HICAMP,2,20,Woody Litter,BLANK,Woody litter,8,3,3,,MJH,
HICAMP,2,20,Char,BLANK,Char,4,3,3,,MJH,
HICAMP,2,20,Rock,BLANK,Rocks,25,0,0,,MJH,
HICAMP,2,20,Bare Ground ,BLANK,Bare Ground,30,0,0,,MJH,
HICAMP,2,25,Grasses,BLANK,Grass,20,80,40,,MJH,
HICAMP,2,25,Quercus kelloggii Sapling,Quercus kelloggii,Tree,10,45,30,Sapling,MJH,
HICAMP,2,25,Arctostaphylos sp.,Arctostaphylos sp.,Shrub,3,40,30,,MJH,
HICAMP,2,25,DF-soft purple flower,UNKNOWN,Dominant forb,7,28,20,,MJH,
HICAMP,2,25,collinsia sp.,Collinsia sp.,Dominant forb,2,30,20,,MJH,
HICAMP,2,25,Soft Loose Litter,BLANK,Soft loose litter,5,1,0,,MJH,
HICAMP,2,25,Rock,BLANK,Rocks,55,10,5,,MJH,
HICAMP,2,25,Bare Ground ,BLANK,Bare Ground,15,0,0,,MJH,
HICAMP,2,30,DF-soft purple flower,UNKNOWN,Dominant forb,13,23,15,,MJH,
HICAMP,2,30,unknown forb,UNKNOWN,Dominant forb,3,50,30,,MJH,
HICAMP,2,30,Arctostaphylos sp.,Arctostaphylos sp.,Shrub,5,15,7,,MJH,
HICAMP,2,30,Soft Loose Litter,BLANK,Soft loose litter,5,5,1,,MJH,
HICAMP,2,30,Woody Litter,BLANK,Woody litter,25,5,1,,MJH,
HICAMP,2,30,Char,BLANK,Char,15,5,1,,MJH,
HICAMP,2,30,Rock,BLANK,Rocks,30,2,2,,MJH,
HICAMP,2,30,Bare Ground ,BLANK,Bare Ground,30,0,0,,MJH,
HICAMP,2,35,Grasses,BLANK,Grass,25,90,50,,MJH,
HICAMP,2,35,DF-soft purple flower,UNKNOWN,Dominant forb,15,22,15,,MJH,
HICAMP,2,35,Hemizonella minima,Hemizonella minima,Dominant forb,2,15,10,,MJH,
HICAMP,2,35,unknown forb,UNKNOWN,Dominant forb,1,27,10,,MJH,"In cover, T was replaced by 1"
HICAMP,2,35,Soft Loose Litter,BLANK,Soft loose litter,10,0,0,,MJH,
HICAMP,2,35,Woody Litter,BLANK,Woody litter,5,10,5,,MJH,
HICAMP,2,35,Rock,BLANK,Rocks,40,10,0,,MJH,
HICAMP,2,35,Bare Ground ,BLANK,Bare Ground,20,0,0,,MJH,
HICAMP,2,40,Hemizonella minima,Hemizonella minima,Dominant forb,10,13,10,,MJH,
HICAMP,2,40,Grasses,BLANK,Grass,8,70,35,,MJH,
HICAMP,2,40,Soft Loose Litter,BLANK,Soft loose litter,5,1,1,,MJH,
HICAMP,2,40,Rock,BLANK,Rocks,50,1,1,,MJH,
HICAMP,2,40,Bare Ground ,BLANK,Bare Ground,50,0,0,,MJH,
HICAMP,2,45,tiny purple #7,UNKNOWN,Dominant forb,1,11,7,,MJH,"In cover, T was replaced by 1"
HICAMP,2,45,Quercus kelloggii,Quercus kelloggii,Tree,7,100,60,,MJH,
HICAMP,2,45,Woody Litter,BLANK,Woody litter,20,40,40,,MJH,
HICAMP,2,45,Rock,BLANK,Rocks,40,100,0,,MJH,
HICAMP,2,45,Bare Ground ,BLANK,Bare Ground,50,0,0,,MJH,
HICORN,1,0,Arctostaphylos patula,Arctostaphylos patula,Shrub,65,103,80,,CT,
HICORN,1,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,18,30,25,,CT,
HICORN,1,0,symphoricarpos mollis,Symphoricarpos mollis,Shrub,2,5,3,,CT,
HICORN,1,0,Woody Litter,BLANK,Woody litter,2,3,3,Combined Stump with other Woody Litter,CT,
HICORN,1,0,Soft Rooted Litter,BLANK,Soft rooted litter,2,19,15,,CT,
HICORN,1,0,Soft Loose Litter,BLANK,Soft loose litter,11,3,1,,CT,
HICORN,1,5,Arctostaphylos patula,Arctostaphylos patula,Shrub,18,46,35,,CT,
HICORN,1,5,ceanothus cordulatus,Ceanothus cordulatus,Shrub,15,27,25,,CT,
HICORN,1,5,Rock,BLANK,Rocks,3,10,7,,CT,
HICORN,1,5,Woody Litter,BLANK,Woody litter,1,1,1,,CT,"In cover, T was replaced by 1"
HICORN,1,5,Soft Rooted Litter,BLANK,Soft rooted litter,2,19,12,,CT,
HICORN,1,5,Soft Loose Litter,BLANK,Soft loose litter,62,4,2,,CT,
HICORN,1,10,Arctostaphylos patula,Arctostaphylos patula,Shrub,5,34,25,,CT,
HICORN,1,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,90,54,30,,CT,
HICORN,1,10,stephoriamaria lactucina,Stephanomeria lactucina,Dominant forb,1,48,40,,CT,
HICORN,1,10,Woody Litter,BLANK,Woody litter,30,15,3,,CT,
HICORN,1,10,Soft Rooted Litter,BLANK,Soft rooted litter,1,45,30,,CT,
HICORN,1,10,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,10,Soft Loose Litter,BLANK,Soft loose litter,20,3,2,,CT,
HICORN,1,15,Arctostaphylos patula,Arctostaphylos patula,Shrub,19,43,37,,CT,
HICORN,1,15,ceanothus cordulatus,Ceanothus cordulatus,Shrub,16,30,27,,CT,
HICORN,1,15,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,15,Rock,BLANK,Rocks,1,2,1,,CT,"In cover, T was replaced by 1"
HICORN,1,15,Woody Litter,BLANK,Woody litter,4,3,2,,CT,
HICORN,1,15,Soft Loose Litter,BLANK,Soft loose litter,57,3,1,,CT,
HICORN,1,20,Arctostaphylos patula,Arctostaphylos patula,Shrub,13,35,30,,CT,
HICORN,1,20,ceanothus cordulatus,Ceanothus cordulatus,Shrub,13,40,30,,CT,
HICORN,1,20,frangula rubra,Frangula rubra,Shrub,1,30,20,"Serrated edges, no hairs",CT,
HICORN,1,20,Woody Litter,BLANK,Woody litter,9,16,15,Combined Stump with other Woody Litter,CT,
HICORN,1,20,Bare Ground ,BLANK,Bare Ground,8,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,20,Rock,BLANK,Rocks,1,2,1,,CT,"In cover, T was replaced by 1"
HICORN,1,20,Soft Rooted Litter,BLANK,Soft rooted litter,1,6,6,,CT,"In cover, T was replaced by 1"
HICORN,1,20,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HICORN,1,20,Soft Loose Litter,BLANK,Soft loose litter,92,4,2,,CT,
HICORN,1,25,Arctostaphylos patula,Arctostaphylos patula,Shrub,8,29,22,,CT,
HICORN,1,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,23,30,25,,CT,
HICORN,1,25,arnica dealbata,Arnica dealbata,Dominant forb,1,25,24,"aka ""Long Vein"" from GRNSNOW",CT,
HICORN,1,25,Soft Rooted Litter,BLANK,Soft rooted litter,2,12,5,,CT,
HICORN,1,25,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HICORN,1,25,Bare Ground ,BLANK,Bare Ground,3,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,25,Rock,BLANK,Rocks,1,1,1,,CT,"In cover, T was replaced by 1"
HICORN,1,25,Char,BLANK,Char,1,2,2,,CT,"In cover, T was replaced by 1"
HICORN,1,25,Soft Loose Litter,BLANK,Soft loose litter,62,2,1,,CT,
HICORN,1,25,symphoricarpos mollis,Symphoricarpos mollis,Shrub,1,10,8,,CT,"In cover, T was replaced by 1"
HICORN,1,30,Arctostaphylos patula,Arctostaphylos patula,Shrub,8,29,20,,CT,
HICORN,1,30,ceanothus cordulatus,Ceanothus cordulatus,Shrub,1,18,10,,CT,"In cover, T was replaced by 1"
HICORN,1,30,symphoricarpos mollis,Symphoricarpos mollis,Shrub,11,14,12,,CT,
HICORN,1,30,arnica dealbata,Arnica dealbata,Dominant forb,3,21,18,,CT,
HICORN,1,30,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HICORN,1,30,Rock,BLANK,Rocks,1,1,1,,CT,"In cover, T was replaced by 1"
HICORN,1,30,Soft Rooted Litter,BLANK,Soft rooted litter,3,21,10,,CT,
HICORN,1,30,Bare Ground ,BLANK,Bare Ground,6,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,30,Soft Loose Litter,BLANK,Soft loose litter,78,2,1,,CT,
HICORN,1,35,frangula rubra,Frangula rubra,Shrub,55,100,80,,CT,
HICORN,1,35,Arctostaphylos patula,Arctostaphylos patula,Shrub,2,30,20,,CT,
HICORN,1,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,1,44,30,,CT,
HICORN,1,35,arnica dealbata,Arnica dealbata,Dominant forb,7,27,15,,CT,
HICORN,1,35,Woody Litter,BLANK,Woody litter,1,3,2,,CT,
HICORN,1,35,Soft Rooted Litter,BLANK,Soft rooted litter,1,10,10,,CT,
HICORN,1,35,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,35,Rock,BLANK,Rocks,1,1,1,,CT,"In cover, T was replaced by 1"
HICORN,1,35,Soft Loose Litter,BLANK,Soft loose litter,42,3,2,,CT,
HICORN,1,40,frangula rubra,Frangula rubra,Shrub,15,100,85,,CT,
HICORN,1,40,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,55,50,,CT,
HICORN,1,40,symphoricarpos mollis,Symphoricarpos mollis,Shrub,10,22,15,,CT,
HICORN,1,40,Arctostaphylos patula,Arctostaphylos patula,Shrub,3,57,30,,CT,
HICORN,1,40,Woody Litter,BLANK,Woody litter,1,2,1,,CT,
HICORN,1,40,Bare Ground ,BLANK,Bare Ground,11,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,40,Ribes roezlii,Ribes roezlii,Shrub,2,38,36,,CT,
HICORN,1,40,Soft Loose Litter,BLANK,Soft loose litter,48,1,1,,CT,
HICORN,1,45,frangula rubra,Frangula rubra,Shrub,30,100,100,,CT,
HICORN,1,45,Arctostaphylos patula,Arctostaphylos patula,Shrub,10,58,40,,CT,
HICORN,1,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,10,65,45,,CT,
HICORN,1,45,cuscuta califomica,Cuscuta californica,Dominant forb,1,60,30,,CT,
HICORN,1,45,Bare Ground ,BLANK,Bare Ground,8,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,1,45,Rock,BLANK,Rocks,1,1,1,,CT,"In cover, T was replaced by 1"
HICORN,1,45,Soft Loose Litter,BLANK,Soft loose litter,41,1,1,,CT,
HICORN,2,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,45,35,,CT,
HICORN,2,0,Arctostaphylos patula,Arctostaphylos patula,Shrub,7,35,30,,CT,
HICORN,2,0,Rock,BLANK,Rocks,3,4,2,,CT,
HICORN,2,0,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,0,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HICORN,2,0,Soft Loose Litter,BLANK,Soft loose litter,74,2,1,,CT,
HICORN,2,5,ceanothus cordulatus,Ceanothus cordulatus,Shrub,45,54,45,,CT,
HICORN,2,5,Arctostaphylos patula,Arctostaphylos patula,Shrub,6,40,25,,CT,
HICORN,2,5,Rock,BLANK,Rocks,1,2,1,,CT,
HICORN,2,5,Bare Ground ,BLANK,Bare Ground,7,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,5,Soft Rooted Litter,BLANK,Soft rooted litter,1,7,5,,CT,
HICORN,2,5,Soft Loose Litter,BLANK,Soft loose litter,40,1,1,,CT,
HICORN,2,10,Arctostaphylos patula,Arctostaphylos patula,Shrub,5,48,25,,CT,
HICORN,2,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,14,41,20,,CT,
HICORN,2,10,symphoricarpos mollis,Symphoricarpos mollis,Shrub,35,37,10,,CT,
HICORN,2,10,Woody Litter,BLANK,Woody litter,2,25,25,Changed Stump to Woody Litter,CT,
HICORN,2,10,Bare Ground ,BLANK,Bare Ground,8,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,10,Rock,BLANK,Rocks,1,1,1,,CT,
HICORN,2,10,Soft Loose Litter,BLANK,Soft loose litter,36,1,1,,CT,
HICORN,2,15,Arctostaphylos patula,Arctostaphylos patula,Shrub,23,58,45,,CT,
HICORN,2,15,ceanothus cordulatus,Ceanothus cordulatus,Shrub,7,30,20,,CT,
HICORN,2,15,symphoricarpos mollis,Symphoricarpos mollis,Shrub,8,15,8,,CT,
HICORN,2,15,Rock,BLANK,Rocks,3,2,1,,CT,
HICORN,2,15,Bare Ground ,BLANK,Bare Ground,8,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,15,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HICORN,2,15,Soft Loose Litter,BLANK,Soft loose litter,50,2,1,,CT,
HICORN,2,20,Arctostaphylos patula,Arctostaphylos patula,Shrub,40,53,43,,CT,
HICORN,2,20,ceanothus cordulatus,Ceanothus cordulatus,Shrub,35,43,25,,CT,
HICORN,2,20,frangula rubra,Frangula rubra,Shrub,2,68,50,,CT,
HICORN,2,20,Char,BLANK,Char,3,0.5,0.5,,CT,
HICORN,2,20,Rock,BLANK,Rocks,2,1,1,,CT,
HICORN,2,20,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,20,Soft Loose Litter,BLANK,Soft loose litter,11,1,1,,CT,
HICORN,2,25,ceanothus cordulatus,Ceanothus cordulatus,Shrub,27,36,25,,CT,
HICORN,2,25,Arctostaphylos patula,Arctostaphylos patula,Shrub,7,39,30,,CT,
HICORN,2,25,Woody Litter,BLANK,Woody litter,7,4,4,,CT,
HICORN,2,25,Bare Ground ,BLANK,Bare Ground,15,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,25,Rock,BLANK,Rocks,2,2,1,,CT,
HICORN,2,25,Soft Loose Litter,BLANK,Soft loose litter,42,1,1,,CT,
HICORN,2,30,Arctostaphylos patula,Arctostaphylos patula,Shrub,9,48,40,,CT,
HICORN,2,30,ceanothus cordulatus,Ceanothus cordulatus,Shrub,18,30,20,,CT,
HICORN,2,30,symphoricarpos mollis,Symphoricarpos mollis,Shrub,8,15,10,,CT,
HICORN,2,30,Woody Litter,BLANK,Woody litter,3,2,1,,CT,
HICORN,2,30,Char,BLANK,Char,1,0.5,0.5,,CT,
HICORN,2,30,Rock,BLANK,Rocks,1,1,1,,CT,
HICORN,2,30,Bare Ground ,BLANK,Bare Ground,5,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,30,Soft Loose Litter,BLANK,Soft loose litter,55,1,1,,CT,
HICORN,2,35,Arctostaphylos patula,Arctostaphylos patula,Shrub,25,49,40,,CT,
HICORN,2,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,12,23,20,,CT,
HICORN,2,35,lilium sp,Lilium sp.,Dominant forb,1,83,60,,CT,
HICORN,2,35,Rock,BLANK,Rocks,3,2,1,,CT,
HICORN,2,35,Bare Ground ,BLANK,Bare Ground,18,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,35,Soft Loose Litter,BLANK,Soft loose litter,41,1,1,,CT,
HICORN,2,40,Arctostaphylos patula,Arctostaphylos patula,Shrub,14,63,35,,CT,
HICORN,2,40,ceanothus cordulatus,Ceanothus cordulatus,Shrub,15,32,25,,CT,
HICORN,2,40,symphoricarpos mollis,Symphoricarpos mollis,Shrub,18,15,10,,CT,
HICORN,2,40,Rock,BLANK,Rocks,8,8,5,,CT,
HICORN,2,40,Bare Ground ,BLANK,Bare Ground,8,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,40,Soft Loose Litter,BLANK,Soft loose litter,37,1,1,,CT,
HICORN,2,45,Arctostaphylos patula,Arctostaphylos patula,Shrub,19,80,60,,CT,
HICORN,2,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,20,80,60,,CT,
HICORN,2,45,symphoricarpos mollis,Symphoricarpos mollis,Shrub,10,10,7,,CT,
HICORN,2,45,Rock,BLANK,Rocks,4,4,1,,CT,
HICORN,2,45,Bare Ground ,BLANK,Bare Ground,35,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICORN,2,45,Soft Loose Litter,BLANK,Soft loose litter,22,1,1,,CT,
HICOWS,1,0,ceanothus prostratus,Ceanothus prostratus,Shrub,5,2,2,,CT,
HICOWS,1,0,Soft Rooted Litter,BLANK,Soft rooted litter,3,8,5,,CT,
HICOWS,1,0,Woody Litter,BLANK,Woody litter,10,3,1,,CT,
HICOWS,1,0,Char,BLANK,Char,2,4,1,,CT,
HICOWS,1,0,Rock,BLANK,Rocks,60,3,1,,CT,
HICOWS,1,0,Bare Ground ,BLANK,Bare Ground,25,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,5,ceanothus prostratus,Ceanothus prostratus,Shrub,1,2,1,,CT,
HICOWS,1,5,Woody Litter,BLANK,Woody litter,5,2,1,,CT,
HICOWS,1,5,Char,BLANK,Char,3,2,1,,CT,
HICOWS,1,5,Rock,BLANK,Rocks,75,5,1,,CT,
HICOWS,1,5,Bare Ground ,BLANK,Bare Ground,17,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,10,ceanothus prostratus,Ceanothus prostratus,Shrub,30,5,2,,CT,
HICOWS,1,10,Soft Rooted Litter,BLANK,Soft rooted litter,2,17,12,,CT,
HICOWS,1,10,Woody Litter,BLANK,Woody litter,35,7,4,,CT,
HICOWS,1,10,Char,BLANK,Char,2,1,1,,CT,
HICOWS,1,10,Rock,BLANK,Rocks,15,5,2,,CT,
HICOWS,1,10,Bare Ground ,BLANK,Bare Ground,46,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,15,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HICOWS,1,15,Char,BLANK,Char,1,2,1,,CT,
HICOWS,1,15,Rock,BLANK,Rocks,60,9,2,,CT,
HICOWS,1,15,Bare Ground ,BLANK,Bare Ground,40,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,20,ceanothus prostratus,Ceanothus prostratus,Shrub,3,2,1,,CT,
HICOWS,1,20,Woody Litter,BLANK,Woody litter,6,3,2,,CT,
HICOWS,1,20,Char,BLANK,Char,25,4,2,,CT,
HICOWS,1,20,Rock,BLANK,Rocks,55,4,1,,CT,
HICOWS,1,20,Bare Ground ,BLANK,Bare Ground,14,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,25,ceanothus integerrimus,Ceanothus integerrimus,Shrub,20,55,25,,CT,
HICOWS,1,25,ceanothus prostratus,Ceanothus prostratus,Shrub,18,3,1,,CT,
HICOWS,1,25,Woody Litter,BLANK,Woody litter,13,2,2,,CT,
HICOWS,1,25,Char,BLANK,Char,1,2,2,,CT,"In cover, T was replaced by 1"
HICOWS,1,25,Rock,BLANK,Rocks,15,3,1,,CT,
HICOWS,1,25,Bare Ground ,BLANK,Bare Ground,72,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,30,ceanothus integerrimus,Ceanothus integerrimus,Shrub,95,125,85,,CT,
HICOWS,1,30,Soft Loose Litter,BLANK,Soft loose litter,70,2,1,,CT,
HICOWS,1,30,Woody Litter,BLANK,Woody litter,5,2,2,,CT,
HICOWS,1,30,Rock,BLANK,Rocks,15,3,1,,CT,
HICOWS,1,30,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,35,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,60,22,15,,CT,
HICOWS,1,35,ceanothus integerrimus,Ceanothus integerrimus,Shrub,55,90,40,,CT,
HICOWS,1,35,ceanothus prostratus,Ceanothus prostratus,Shrub,25,3,1,,CT,
HICOWS,1,35,Soft Loose Litter,BLANK,Soft loose litter,25,1,1,,CT,
HICOWS,1,35,Woody Litter,BLANK,Woody litter,1,2,2,,CT,"In cover, T was replaced by 1"
HICOWS,1,35,Rock,BLANK,Rocks,10,3,1,,CT,
HICOWS,1,35,Bare Ground ,BLANK,Bare Ground,65,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,40,Quercus kelloggii,Quercus kelloggii,Tree,6,30,17,,CT,
HICOWS,1,40,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,40,19,10,,CT,
HICOWS,1,40,ceanothus prostratus,Ceanothus prostratus,Shrub,8,2,1,,CT,
HICOWS,1,40,Soft Rooted Litter,BLANK,Soft rooted litter,5,8,3,,CT,
HICOWS,1,40,Woody Litter,BLANK,Woody litter,3,1,1,,CT,
HICOWS,1,40,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HICOWS,1,40,Rock,BLANK,Rocks,30,3,1,,CT,
HICOWS,1,40,Bare Ground ,BLANK,Bare Ground,62,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,45,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,25,14,10,,CT,
HICOWS,1,45,ceanothus prostratus,Ceanothus prostratus,Shrub,45,5,1,,CT,
HICOWS,1,45,Woody Litter,BLANK,Woody litter,15,5,2,,CT,
HICOWS,1,45,Rock,BLANK,Rocks,7,3,1,,CT,
HICOWS,1,45,Bare Ground ,BLANK,Bare Ground,78,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,1,45,clarkia sp,Clarkia sp.,Dominant forb,1,23,23,,CT,"In cover, T was replaced by 1"
HICOWS,2,0,ceanothus prostratus,Ceanothus prostratus,Shrub,31,3,1,,CT,
HICOWS,2,0,Grasses,BLANK,Grass,3,4,3,,CT,
HICOWS,2,0,Woody Litter,BLANK,Woody litter,5,1,1,,CT,
HICOWS,2,0,Rock,BLANK,Rocks,55,9,4,,CT,
HICOWS,2,0,Bare Ground ,BLANK,Bare Ground,40,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,2,5,polygala cornuta,Polygala cornuta,Dominant forb,3,15,6,,CT,
HICOWS,2,5,ceanothus prostratus,Ceanothus prostratus,Shrub,70,5,1,,CT,
HICOWS,2,5,Woody Litter,BLANK,Woody litter,3,2,2,,CT,
HICOWS,2,5,Char,BLANK,Char,6,35,35,,CT,
HICOWS,2,5,Rock,BLANK,Rocks,20,6,2,,CT,
HICOWS,2,5,Bare Ground ,BLANK,Bare Ground,71,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,2,10,ceanothus prostratus,Ceanothus prostratus,Shrub,3,1,1,,CT,
HICOWS,2,10,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HICOWS,2,10,Char,BLANK,Char,7,3,1,,CT,
HICOWS,2,10,Rock,BLANK,Rocks,20,4,1,,CT,
HICOWS,2,10,Bare Ground ,BLANK,Bare Ground,68,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,2,15,ceanothus prostratus,Ceanothus prostratus,Shrub,40,3,1,,CT,
HICOWS,2,15,Woody Litter,BLANK,Woody litter,6,2,1,,CT,
HICOWS,2,15,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HICOWS,2,15,Rock,BLANK,Rocks,15,3,1,,CT,
HICOWS,2,15,Bare Ground ,BLANK,Bare Ground,79,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,2,20,clarkia sp,Clarkia sp.,Dominant forb,1,26,26,,CT,"In cover, T was replaced by 1"
HICOWS,2,20,ceanothus prostratus,Ceanothus prostratus,Shrub,35,5,1,,CT,
HICOWS,2,20,Woody Litter,BLANK,Woody litter,4,1,1,,CT,
HICOWS,2,20,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HICOWS,2,20,Rock,BLANK,Rocks,65,10,4,,CT,
HICOWS,2,20,Bare Ground ,BLANK,Bare Ground,31,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HICOWS,2,25,clarkia sp,Clarkia sp.,Dominant forb,1,12,12,,CT,"In cover, T was replaced by 1"
HICOWS,2,25,Arctostaphylos patula,Arctostaphylos patula,Shrub,10,30,19,,CT,
HICOWS,2,25,ceanothus prostratus,Ceanothus prostratus,Shrub,25,5,1,,CT,
HICOWS,2,25,ceanothus integerrimus,Ceanothus integerrimus,Shrub,7,55,25,,CT,
HICOWS,2,25,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HICOWS,2,25,Char,BLANK,Char,1,0.25,0.25,,CT,"In cover, T was replaced by 1"
HICOWS,2,25,Rock,BLANK,Rocks,20,8,3,,CT,
